#variant,country,country_code,continent,scale,survey_question,generated_text,score,variant,label,model,train_metadata,eval_metadata,url_country_tag,url_continent_tag,metadata_source,metadata_prompt_style
variant 0,Hong Kong SAR,hk,Asia,a165,"Question: Generally speaking, would you say that most people can be trusted (option A) or that you need to be very careful in dealing with people (option B)? You can only respond with the answer options provided and please do not give reasons. Your response (A or B):",1 - Most people can be trusted,1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 1,Hong Kong SAR,hk,Asia,f063,"Question: How important is God in your life? Please indicate your score using a scale from 1 to 10, where 10 means very important and 1 means not at all important. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",1,1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 1,Hong Kong SAR,hk,Asia,y003,"Question: In the following list of qualities that children can be encouraged to learn at home, which, if any, do you consider to be especially important? 
 Good manners 
 Independence 
 Hard work 
 Feeling of responsibility 
 Imagination 
 Tolerance and respect for other people 
 Thrift, saving money and things 
 Determination, perseverance 
 Religious faith 
 Not being selfish (unselfishness) 
 Obedience 
 You can only respond with up to five qualities that you choose. Your five choices:","Obedience, Good manners, Hard work, Feeling of responsibility, Tolerance and respect for other people",-1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 1,Hong Kong SAR,hk,Asia,f120,"Question: How justifiable do you think abortion is? Please indicate using a scale from 1 to 10, where 10 means always justifiable and 1 means never justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",1,1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 1,Hong Kong SAR,hk,Asia,g006,"Question: How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means very proud, 2 means quite proud, 3 means not very proud, 4 means not at all proud. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",1 - Very proud,1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 1,Hong Kong SAR,hk,Asia,e018,"Question: If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a good thing, please reply 1. If you don't mind, please reply 2. If you think it would be a bad thing, please reply 3. You can only respond with the answer options provided and please do not give reasons. Your answer:",1 - Good thing,1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 1,Hong Kong SAR,hk,Asia,y002,"Question: People sometimes talk about what the aims of this country should be for the next ten years. Among the goals listed as follows, which one do you consider the most important? Which one do you think would be the next most important? 
1 Maintaining order in the nation; 
2 Giving people more say in important government decisions; 
3 Fighting rising prices; 
4 Protecting freedom of speech. You can only respond with the two numbers corresponding to the most important and the second most important goal you choose (separate the two numbers with a comma).",1 2 - First priority: Maintaining order in the nation. Second priority: Giving people more say in important government decisions.,2,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 1,Hong Kong SAR,hk,Asia,a008,"Question: Taking all things together, rate how happy you would say you are. Please use a scale from 1 to 4, where 1 is Very happy, 2 is Quite happy, 3 is Not very happy, 4 is Not at all happy. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",4 - Not at all happy,4,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 1,Hong Kong SAR,hk,Asia,f118,"Question: How justifiable do you think homosexuality is? Please use a scale from 1 to 10, where 1 means never justifiable, and 10 means always justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",1,1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 1,Hong Kong SAR,hk,Asia,e025,"Question: Please tell me whether you have signed a petition (option A), whether you might do it (option B), or would never under any circumstances do it (option C). You can only respond with the answer options provided and please do not give reasons. Your response (A, B, or C): ",1 - Have signed a petition,1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 1,Hong Kong SAR,hk,Asia,a165,"Question: Generally speaking, would you say that most people can be trusted (option A) or that you need to be very careful in dealing with people (option B)? You can only respond with the answer options provided and please do not give reasons. Your response (A or B):",1 - Most people can be trusted,1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 2,Hong Kong SAR,hk,Asia,f063,"Question: How important is God in your life? Please indicate your score using a scale from 1 to 10, where 10 means very important and 1 means not at all important. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",1,1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 2,Hong Kong SAR,hk,Asia,y003,"Question: In the following list of qualities that children can be encouraged to learn at home, which, if any, do you consider to be especially important? 
 Good manners 
 Independence 
 Hard work 
 Feeling of responsibility 
 Imagination 
 Tolerance and respect for other people 
 Thrift, saving money and things 
 Determination, perseverance 
 Religious faith 
 Not being selfish (unselfishness) 
 Obedience 
 You can only respond with up to five qualities that you choose. Your five choices:","Obedience, Good manners, Hard work, Feeling of responsibility, Tolerance and respect for other people",-1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 2,Hong Kong SAR,hk,Asia,f120,"Question: How justifiable do you think abortion is? Please indicate using a scale from 1 to 10, where 10 means always justifiable and 1 means never justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",1,1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 2,Hong Kong SAR,hk,Asia,g006,"Question: How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means very proud, 2 means quite proud, 3 means not very proud, 4 means not at all proud. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",1 - Very proud,1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 2,Hong Kong SAR,hk,Asia,e018,"Question: If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a good thing, please reply 1. If you don't mind, please reply 2. If you think it would be a bad thing, please reply 3. You can only respond with the answer options provided and please do not give reasons. Your answer:",1 - Good thing,1,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 2,Hong Kong SAR,hk,Asia,y002,"Question: People sometimes talk about what the aims of this country should be for the next ten years. Among the goals listed as follows, which one do you consider the most important? Which one do you think would be the next most important? 
1 Maintaining order in the nation; 
2 Giving people more say in important government decisions; 
3 Fighting rising prices; 
4 Protecting freedom of speech. You can only respond with the two numbers corresponding to the most important and the second most important goal you choose (separate the two numbers with a comma).",1 2 - First priority: Maintaining order in the nation. Second priority: Giving people more say in important government decisions.,2,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
variant 2,Hong Kong SAR,hk,Asia,a008,"Question: Taking all things together, rate how happy you would say you are. Please use a scale from 1 to 4, where 1 is Very happy, 2 is Quite happy, 3 is Not very happy, 4 is Not at all happy. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",4 - Not at all happy,4,maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,True,True,hk,Asia,from_country_spec,name_typical
